system 5 25 50 75 90
cassandra 17.062 9.430999999999997 1.6140000000000008 1.519000000000002 1.4349999999999987
sconekv 7.738000000000001 3.690999999999999 3.7769999999999992 4.768000000000001 4.073
cockroach 3.8339999999999996 1.6310000000000002 6.802 18.246000000000002 3.66
