system 5 25 50 75 90
cassandra 32.43 14.628999999999998 4.414999999999999 6.695 12.195999999999998
sconekv 11.155 6.948000000000002 7.096 7.779999999999998 7.006999999999998
cockroach 3.9059999999999997 2.115 6.819 19.558000000000003 4.717999999999996
