system 5 25 50 75 90
cassandra 57.443 7.400999999999996 3.3970000000000056 4.623999999999995 4.27000000000001
sconekv 21.111 8.43 5.788999999999998 7.4510000000000005 8.123000000000005
cockroach 4.371 2.2959999999999994 5.7490000000000006 27.182999999999996 7.163000000000004
