system 5 25 50 75 90
cassandra 26.966 28.787999999999997 4.977000000000004 3.222999999999999 4.332000000000001
sconekv 15.57 7.216999999999999 7.9410000000000025 8.244 9.402000000000001
cockroach 3.972 2.212 6.088 21.203000000000003 4.82
