system 5 25 50 75 90
cassandra 33.361 5.602000000000004 1.527000000000001 1.5399999999999991 1.3389999999999986
sconekv 9.595 4.756 5.249999999999998 7.074000000000002 5.4019999999999975
cockroach 4.051 1.9479999999999995 6.887 19.56 4.213999999999999
