16	1887	1818	852
32	2751	2510	902
64	4046	3367	884
128	5102	4052	749
256	6178	5113	325
16	1900	2053	2277
32	2991	2823	2774
64	4520	3687	3432
128	6340	4324	4267
256	7602	5035	4260
16	1972	1996	2967
32	3082	2843	5142
64	4674	3948	7332
128	6601	5497	7911
256	8213	6324	8629
16	1318	1785	762
32	1859	2481	954
64	2752	3381	1106
128	3829	3464	1031
256	4513	4558	802
