system 5th 25th 50th 75th 90th
cassandra 1082.02 296.24 59.32999999999993 51.50999999999999 55.81400000000008
sconekv 775.0182 287.6418000000001 282.8299999999999 394.28999999999996 326.80600000000027
cockroach 690.5632 211.3807999999999 856.406 993.3499999999999 606.2039999999997
