system 5th 25th 50th 75th 90th
cassandra 1740.126 369.7639999999999 124.26000000000022 106.73999999999978 91.0619999999999
sconekv 1493.746 397.54399999999987 339.0999999999999 323.28999999999996 351.096
cockroach 302.0078 178.1352 532.6469999999999 1068.8400000000001 782.8600000000006
