system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 20.48 389.12 361.2672000000001
sconekv 0.0 0.0 0.0 16.384 49.152
cockroach 0.0 253.952 2961.4080000000004 3375.1 13424.22000000003
