system 5th 25th 50th 75th 90th
cassandra 0.7848000000000004 31.0442 18.015 22.749999999999993 22.07780000000001
sconekv 13.1374 6.822600000000001 7.994999999999997 9.381 10.272199999999998
cockroach 6.0506 3.1843999999999992 12.008 20.81 10.201800000000006
