system 5th 25th 50th 75th 90th
cassandra 14.7708 2.8851999999999993 5.061 8.290000000000003 8.570000000000004
sconekv 4.9066 1.3304 1.072 1.1409999999999991 1.003000000000002
cockroach 1.1766 0.6774 1.387 5.67 1.1240000000000006
