system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 20.48 45.056 45.056
sconekv 0.0 0.0 0.0 0.0 65.536
cockroach 0.0 163.84 1945.6000000000001 1548.29 1189.4780000000005
