system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 20.48 65.536 61.43999999999998
sconekv 0.0 0.0 0.0 16.384 53.248000000000005
cockroach 0.0 270.336 1556.484 2056.1900000000005 679.9299999999994
