system 5th 25th 50th 75th 90th
cassandra 16.654 2.507999999999999 4.462 6.096 6.113600000000005
sconekv 4.1364 1.6665999999999999 1.0999999999999996 0.9930000000000003 0.9538000000000002
cockroach 3.6976000000000004 0.8853999999999997 0.9459999999999997 6.007 2.2638000000000016
