system 5th 25th 50th 75th 90th
cassandra 28.278 7.645000000000003 1.4720000000000013 1.215999999999994 1.3070000000000022
sconekv 11.821000000000002 6.3729999999999976 4.395 5.368000000000002 6.896599999999999
cockroach 13.3806 1.9054000000000002 5.164 9.925 1.3854000000000006
