system 5th 25th 50th 75th 90th
cassandra 3532.2320000000004 237.5979999999995 148.20000000000027 150.75999999999976 128.35799999999927
sconekv 2112.254 501.33600000000024 456.73 547.06 441.1319999999996
cockroach 3464.006 476.5640000000003 1497.35 3446.4799999999996 490.0619999999999
