system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 57.344 696.3199999999999 432.5380000000007
sconekv 0.0 0.0 0.0 20.48 57.343999999999994
cockroach 0.0 634.88 4530.18 1781.7599999999993 24969.22000000001
