system 5th 25th 50th 75th 90th
cassandra 1850.508 183.38200000000006 109.45999999999981 94.90000000000009 78.62800000000016
sconekv 1313.966 291.73400000000015 303.23 294.10000000000014 286.48799999999983
cockroach 3395.248 312.48199999999997 202.2199999999998 185.51000000000022 165.22800000000007
