system 5th 25th 50th 75th 90th
cassandra 45.167 3.3059999999999974 1.0039999999999978 0.9260000000000019 1.1240000000000023
sconekv 15.1008 6.223200000000002 5.736999999999998 8.283000000000001 7.158999999999999
cockroach 18.8196 2.3043999999999976 7.195 14.998000000000001 1.7807999999999993
