system 5th 25th 50th 75th 90th
cassandra 8.372000000000002 723.027 664.391 415.31999999999994 243.45200000000045
sconekv 923.7106000000001 405.4194 411.6999999999998 610.1399999999999 550.6420000000003
cockroach 543.482 346.70900000000006 734.569 1095.59 818.7800000000002
