system 5th 25th 50th 75th 90th
cassandra 477.61260000000004 189.64139999999998 21.712999999999965 23.778999999999996 21.989799999999946
sconekv 643.1294 221.01659999999993 161.24400000000014 275.8299999999999 295.75199999999995
cockroach 589.9356 173.40139999999997 635.163 476.24 412.3799999999999
