system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 28.672 327.67999999999995 106.49599999999998
sconekv 0.0 0.0 0.0 16.384 45.056
cockroach 0.0 258.048 3428.352 2928.64 33064.54
