system 5th 25th 50th 75th 90th
cassandra 6.464600000000001 7.571399999999999 2.2840000000000007 2.439 4.407800000000002
sconekv 3.7104 1.3406000000000002 1.2960000000000003 1.1769999999999996 1.1605999999999996
cockroach 0.906 0.5969999999999999 1.296 4.163 1.4606000000000012
