system 5th 25th 50th 75th 90th
cassandra 888.5015999999999 388.2084000000001 157.08999999999992 83.92000000000007 47.71199999999999
sconekv 909.8016 317.98839999999996 275.68000000000006 331.1700000000001 462.74
cockroach 655.7104 373.6195999999999 524.99 747.4100000000001 660.5260000000003
