system 5th 25th 50th 75th 90th
cassandra 717.4736 403.45640000000003 173.46000000000004 128.14999999999986 85.42800000000011
sconekv 830.2896000000001 381.81039999999985 265.4100000000001 292.73 294.99
cockroach 412.9242 239.5188 641.7070000000001 542.3599999999999 539.5280000000005
