system 5th 25th 50th 75th 90th
cassandra 3415.434 220.47599999999966 158.05000000000018 156.55000000000018 134.97800000000007
sconekv 1230.944 490.2260000000001 426.6100000000001 490.77999999999975 803.4540000000002
cockroach 1796.63 235.17999999999984 203.9000000000001 1980.5299999999997 3192.866
