system 5th 25th 50th 75th 90th
cassandra 14.9888 1.1001999999999992 0.9470000000000027 1.7089999999999996 2.3530000000000015
sconekv 4.2232 1.6917999999999997 1.138 0.9500000000000002 0.8512000000000004
cockroach 6.2898 0.9982000000000006 1.8219999999999992 3.5760000000000005 1.2888000000000002
