system 5th 25th 50th 75th 90th
cassandra 3072.2079999999996 143.39200000000028 92.55999999999995 88.55999999999995 104.6560000000004
sconekv 1600.688 566.5419999999999 455.65999999999985 478.3299999999999 407.9140000000002
cockroach 3294.01 267.0499999999997 1373.0099999999998 3221.2800000000007 226.26000000000022
