system 5th 25th 50th 75th 90th
cassandra 808.2754000000001 1158.9546 399.71000000000004 167.67000000000007 96.86400000000003
sconekv 854.7046 357.1153999999999 357.79999999999995 571.5999999999999 517.9339999999997
cockroach 347.697 175.721 217.30899999999997 1016.7230000000001 1529.968
