system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 32.768 147.456 104.03840000000037
sconekv 0.0 0.0 0.0 16.384 53.248000000000005
cockroach 0.0 196.608 1224.702 2220.03 2387.9700000000003
