system 5th 25th 50th 75th 90th
cassandra 635.845 933.065 332.77 123.54999999999995 69.22400000000016
sconekv 990.937 434.6629999999999 296.58000000000015 308.41999999999985 327.77
cockroach 362.017 219.22100000000006 650.202 545.8999999999999 439.6360000000002
