system 5th 25th 50th 75th 90th
cassandra 33.366 5.597000000000001 1.527000000000001 1.5399999999999991 1.3325999999999993
sconekv 9.620000000000001 4.731 5.249999999999998 7.074000000000002 5.3775999999999975
cockroach 4.0522 1.9467999999999996 6.887 19.56 4.204000000000001
