system 5th 25th 50th 75th 90th
cassandra 1882.028 186.77200000000016 116.02999999999975 95.15999999999985 88.3100000000004
sconekv 953.6648 421.28520000000003 406.25 416.14999999999986 510.50400000000036
cockroach 1882.04 265.09000000000015 256.0999999999999 298.17999999999984 204.07600000000002
