system 5th 25th 50th 75th 90th
cassandra 2152.186 178.57400000000007 63.66999999999962 63.850000000000364 58.98000000000002
sconekv 1335.0480000000002 537.8819999999998 303.4799999999998 323.6700000000001 312.6959999999999
cockroach 2784.56 157.24000000000024 1142.98 2642.57 188.89399999999932
