system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 0.0 0.0 10.649600000000094
sconekv 0.0 0.0 0.0 16.384 49.152
cockroach 0.0 12.288 53.248000000000005 405.504 1122.3
