system 5th 25th 50th 75th 90th
cassandra 2159.814 488.096 165.96000000000004 147.45000000000027 114.01600000000008
sconekv 1116.708 347.182 580.6099999999999 672.6700000000001 726.3920000000003
cockroach 288.11659999999995 135.24340000000007 165.413 1861.8269999999998 1356.210000000001
