system 5th 25th 50th 75th 90th
cassandra 17.0834 9.409599999999998 1.6140000000000008 1.519000000000002 1.434199999999997
sconekv 7.745 3.684 3.7769999999999992 4.768000000000001 4.057400000000001
cockroach 3.835 1.63 6.802 18.246000000000002 3.6363999999999983
