system 5th 25th 50th 75th 90th
cassandra 28.404 9.291 1.6000000000000014 1.5009999999999977 1.5016000000000034
sconekv 9.088600000000001 4.271399999999998 5.625 6.626999999999999 6.342600000000001
cockroach 6.0258 2.062199999999999 12.823000000000002 15.484000000000002 8.477799999999995
