system 5th 25th 50th 75th 90th
cassandra 16.5404 2.8145999999999987 4.315000000000001 5.517999999999997 5.634000000000004
sconekv 4.7418 1.4172000000000002 1.0470000000000006 0.9110000000000005 0.8537999999999997
cockroach 7.126 1.2960000000000003 1.4329999999999998 4.184999999999999 2.0864000000000047
