system 5th 25th 50th 75th 90th
cassandra 0.0 712.704 7200.7660000000005 10485.73 10630.779999999999
sconekv 0.0 0.0 0.0 0.0 0.0
cockroach 0.0 0.0 0.0 0.0 0.0
