system 5th 25th 50th 75th 90th
cassandra 6.924 2.2409999999999988 0.6550000000000011 0.6479999999999997 0.5120000000000005
sconekv 2.4778000000000002 1.1012 1.1199999999999997 1.6500000000000004 1.2135999999999996
cockroach 1.573 0.536 2.915 3.6930000000000005 1.579600000000001
