system 5th 25th 50th 75th 90th
cassandra 27.059 28.694999999999997 4.977000000000004 3.222999999999999 4.291599999999995
sconekv 15.579 7.207999999999998 7.9410000000000025 8.244 9.395599999999995
cockroach 3.9746 2.2094 6.088 21.203000000000003 4.769200000000005
