system 5th 25th 50th 75th 90th
cassandra 45.2308 3.167200000000001 1.1199999999999974 1.2819999999999965 1.2198000000000064
sconekv 15.019400000000001 6.708600000000001 5.1419999999999995 6.575999999999997 6.913600000000002
cockroach 11.7458 2.1872000000000007 4.039999999999999 26.448 10.621600000000008
