system 5th 25th 50th 75th 90th
cassandra 1233.022 105.91800000000012 31.799999999999955 29.319999999999936 25.3420000000001
sconekv 890.3986 338.2714000000001 202.49 197.73000000000002 192.78999999999974
cockroach 2801.6620000000003 135.68799999999965 60.86999999999989 57.13000000000011 48.79000000000042
