system 5th 25th 50th 75th 90th
cassandra 1855.848 281.3119999999999 119.82000000000016 102.05000000000018 104.71000000000004
sconekv 1247.9879999999998 463.9620000000002 364.99 522.06 548.4240000000004
cockroach 503.119 426.03 726.1909999999999 546.74 475.83800000000065
