system 5th 25th 50th 75th 90th
cassandra 18.741 5.376999999999999 1.1930000000000014 1.3329999999999984 1.4628000000000014
sconekv 10.496399999999998 3.5816000000000017 3.189 4.335000000000001 4.316999999999997
cockroach 7.879 0.9890000000000008 1.738999999999999 4.950000000000001 7.452999999999998
