system 5th 25th 50th 75th 90th
cassandra 0.0 49.152 753.664 14168.083999999999 13564.300000000001
sconekv 0.0 0.0 0.0 16.384 49.152
cockroach 0.0 339.968 3170.302 3149.8300000000004 37711.08
