system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 24.576 90.112 40.959999999999994
sconekv 0.0 0.0 0.0 16.384 49.152
cockroach 0.0 266.24 1486.85 2252.8 1193.5720000000015
