system 5th 25th 50th 75th 90th
cassandra 2601.138 392.68200000000024 170.52999999999975 147.49000000000024 139.88799999999992
sconekv 1066.752 473.308 568.48 836.52 664.3700000000003
cockroach 476.301 320.987 638.2919999999999 1238.35 886.0340000000001
