system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 53.248 1085.442 482.50400000000013
sconekv 0.0 0.0 0.0 16.384 45.056
cockroach 0.0 225.28 2822.14 3215.3599999999997 3896.960000000002
