system 5th 25th 50th 75th 90th
cassandra 55.8126 2.7243999999999957 1.3060000000000045 1.2559999999999931 1.399400000000007
sconekv 16.5112 8.1448 5.855 7.884000000000004 7.950999999999993
cockroach 13.786200000000001 2.558799999999998 3.7360000000000007 27.824 12.857399999999998
