system 5th 25th 50th 75th 90th
cassandra 0.0 0.0 90.112 987.138 3593.0080000000016
sconekv 0.0 0.0 0.0 16.384 2825.4200000000037
cockroach 0.0 229.376 2465.794 2723.84 7318.750000000109
