system 5th 25th 50th 75th 90th
cassandra 25.3822 11.155799999999996 1.5330000000000013 1.2319999999999993 1.2150000000000034
sconekv 12.722999999999999 5.405000000000001 4.042000000000002 5.497 5.555199999999999
cockroach 9.0706 1.7904 4.324999999999999 21.976999999999997 8.89
